OrderID,Amount
411,412.63
412,413.79
413,818.07
414,879.04
415,612.84
416,833.63
417,447.13
418,152.78
419,187.46
420,718.38
421,573.44
422,297.87
423,814.02
424,394.45
425,217.17
426,948.31
427,451.5
428,108.83
429,624.57
430,100.76
431,705.92
432,395.26
433,584.58
434,114.38
435,562.04
436,124.3
437,823.84
438,887.97
439,788.28
440,308.45
441,421.9
442,42.64
443,938.46
444,729.98
445,458.94
446,916.28
447,943.63
448,95.06
449,559.82
450,599.18
451,813.07
452,111.28
453,106.88
454,479.37
455,84.89
456,93.16
457,220.93
458,119.58
459,18.5
460,282.9
461,562.78
462,138.06
463,419.32
464,480.12
465,781.22
466,740.69
467,616.68
468,430.89
469,117.71
470,732.4
471,286.43
472,760.92
473,464.96
474,381.51
475,357.1
476,612.6
477,476.83
478,623.42
479,614.33
480,333.76
481,426.38
482,216.98
483,876.65
484,88.37
485,594.74
486,521.11
487,21.11
488,855.51
489,634.32
490,688.1
491,100.95
492,387.85
493,365.4
494,670.25
495,308.16
496,811.21
497,366.87
498,977.52
499,700.92
500,337.61
501,840.0
502,762.71
503,873.72
504,586.73
505,715.57
506,890.44
507,29.33
508,612.48
509,436.64
510,92.07
511,878.22
512,973.52
513,709.08
514,670.72
515,534.59
516,904.66
517,674.63
518,160.55
519,52.29
520,963.73
521,269.92
522,384.29
523,315.45
524,864.92
525,144.87
526,453.53
527,216.03
528,244.27
529,947.09
530,260.17
531,945.32
532,79.26
533,86.51
534,38.69
535,617.49
536,631.33
537,921.69
538,935.9
539,201.79
540,702.16
541,357.37
542,26.58
543,886.36
544,995.17
545,479.22
546,123.88
547,694.04
548,53.26
549,463.18
550,934.2
551,289.01
552,722.98
553,933.71
554,268.57
555,653.1
556,694.57
557,942.74
558,553.96
559,501.95
560,141.22
561,582.98
562,754.83
563,849.09
564,157.36
565,259.35
566,110.44
567,150.78
568,309.48
569,31.82
570,953.93
571,780.35
572,398.99
573,971.71
574,472.7
575,904.84
576,919.13
577,303.2
578,149.18
579,834.56
580,243.61
581,20.02
582,834.42
583,447.92
584,354.11
585,462.64
586,799.02
587,462.37
588,513.58
589,186.49
590,931.17
591,326.86
592,807.37
593,947.44
594,841.44
595,171.01
596,724.18
597,45.74
598,568.28
599,360.07
600,350.15
601,34.99
602,604.72
603,824.49
604,436.9
605,494.87
606,509.93
607,476.58
608,442.88
609,351.16
610,446.35
611,698.7
612,867.62
613,292.7
614,307.45
615,349.85
616,337.02
617,554.22
618,241.32
619,827.25
620,35.07
621,992.91
622,751.3
623,587.29
624,980.33
625,81.8
626,134.8
627,544.65
628,125.52
629,282.45
630,948.32
631,126.07
632,539.43
633,532.19
634,731.89
635,325.87
636,918.03
637,490.28
638,577.3
639,114.88
640,347.6
641,171.6
642,359.49
643,676.14
644,451.9
645,597.01
646,62.47
647,554.8
648,33.35
649,694.2
650,937.01
651,31.2
652,720.11
653,13.75
654,829.61
655,313.07
656,755.02
657,860.72
658,303.38
659,491.83
660,627.16
661,886.26
662,883.56
663,812.03
664,853.68
665,881.75
666,574.27
667,10.78
668,272.45
669,418.83
670,963.59
671,282.09
672,111.64
673,740.05
674,246.84
675,440.46
676,875.26
677,617.42
678,10.74
679,96.22
680,934.54
681,533.38
682,472.86
683,144.67
684,614.2
685,352.97
686,183.27
687,858.87
688,270.18
689,59.82
690,619.55
691,55.11
692,894.21
693,883.89
694,970.18
695,192.34
696,262.04
697,691.53
698,194.35
699,558.93
700,255.47
701,379.62
702,196.99
703,460.77
704,460.04
705,637.12
706,906.46
707,751.78
708,102.29
709,901.48
710,343.38
711,547.91
712,237.42
713,57.61
714,551.75
715,977.26
716,24.13
717,321.56
718,960.66
719,873.11
720,582.66
721,20.12
722,61.98
723,472.58
724,271.64
725,907.11
726,328.56
727,46.32
728,255.54
729,961.86
730,607.18
731,356.86
732,339.08
733,998.9
734,629.8
735,819.7
736,518.11
737,775.78
738,719.61
739,597.91
740,58.73
741,681.18
742,888.8
743,615.18
744,954.95
745,849.22
746,596.52
747,298.07
748,123.46
749,37.17
750,980.04
751,997.92
752,420.78
753,672.99
754,146.44
755,903.64
756,298.76
757,679.68
758,249.13
759,751.16
760,46.94
761,910.4
762,872.26
763,421.65
764,13.24
765,647.54
766,703.55
767,722.87
768,919.32
769,545.21
770,322.06
771,941.47
772,88.94
773,785.16
774,167.33
775,418.26
776,743.18
777,175.51
778,342.5
779,363.42
780,118.47
781,116.3
782,880.76
783,666.62
784,756.35
785,28.81
786,532.06
787,332.13
788,329.84
789,180.54
790,496.38
791,754.84
792,744.27
793,744.84
794,433.73
795,204.13
796,129.57
797,221.28
798,82.12
799,399.76
800,137.05
801,843.09
802,718.97
803,656.74
804,390.14
805,430.31
806,198.77
807,844.69
808,557.34
809,758.07
810,407.52
811,749.28
812,501.9
813,928.53
814,167.86
815,607.26
816,887.5
817,405.42
818,804.07
819,607.73
820,519.76
821,916.64
822,579.39
823,718.09
824,75.25
825,616.11
826,208.11
827,474.0
828,162.62
829,117.35
830,474.96
831,198.67
832,93.27
833,96.1
834,836.66
835,767.5
836,23.88
837,31.0
838,717.11
839,646.84
840,130.72
841,320.67
842,88.63
843,654.1
844,497.5
845,711.92
846,484.63
847,749.87
848,532.28
849,856.57
850,234.9
851,972.47
852,884.51
853,430.02
854,319.37
855,209.68
856,20.33
857,121.29
858,458.91
859,36.92
860,789.79
861,988.83
862,839.71
863,38.94
864,925.62
865,377.32
866,331.09
867,791.2
868,952.66
869,652.13
870,41.24
871,806.66
872,91.99
873,564.54
874,105.52
875,420.23
876,830.03
877,647.02
878,60.42
879,245.43
880,950.76
881,677.01
882,263.33
883,924.65
884,62.65
885,146.36
886,187.73
887,430.55
888,496.35
889,493.72
890,314.23
891,626.33
892,877.82
893,63.92
894,860.75
895,872.86
896,91.26
897,325.91
898,58.29
899,780.56
900,813.8
901,653.15
902,586.24
903,697.21
904,753.69
905,602.4
906,467.11
907,959.52
908,593.93
909,748.27
910,722.02
911,290.91
912,784.65
913,883.25
914,857.35
915,350.86
916,787.96
917,928.03
918,713.73
919,562.38
920,36.67
921,950.18
922,828.16
923,392.43
924,39.55
925,883.4
926,307.58
927,998.72
928,674.79
929,731.13
930,836.31
931,270.86
932,560.58
933,959.25
934,393.89
935,781.33
936,219.39
937,612.68
938,295.02
939,796.66
940,356.67
941,284.21
942,417.41
943,895.37
944,59.31
945,274.13
946,335.96
947,648.33
948,74.43
949,819.8
950,472.11
951,199.31
952,412.2
953,693.12
954,953.42
955,770.24
956,393.95
957,619.86
958,156.03
959,560.7
960,699.08
961,385.91
962,244.53
963,56.26
964,828.3
965,147.11
966,61.29
967,935.34
968,422.41
969,117.79
970,836.81
971,737.94
972,737.22
973,240.73
974,227.01
975,390.38
976,815.03
977,844.05
978,913.57
979,802.37
980,138.2
981,230.9
982,752.22
983,254.46
984,744.31
985,427.08
986,74.0
987,431.37
988,82.44
989,616.18
990,607.36
991,195.07
992,953.41
993,453.81
994,110.04
995,394.15
996,679.21
997,943.22
998,186.55
999,693.79
1000,473.74
1001,675.53
1002,520.87
1003,199.81
1004,863.41
1005,200.3
1006,453.22
1007,770.99
1008,21.1
1009,786.52
1010,422.22
1011,319.81
1012,21.22
1013,97.74
1014,467.8
1015,881.77
1016,522.26
1017,779.39
1018,530.24
1019,797.83
1020,768.56
1021,934.71
1022,106.15
1023,814.56
1024,831.73
1025,842.69
1026,778.81
1027,28.2
1028,125.49
1029,988.59
1030,382.44
1031,296.53
1032,679.99
1033,416.41
1034,871.75
1035,140.23
1036,486.77
1037,263.75
1038,737.73
1039,192.14
1040,830.51
1041,568.24
1042,625.39
1043,678.22
1044,828.26
1045,877.9
1046,588.16
1047,131.69
1048,481.55
1049,816.82
1050,335.43
1051,957.84
1052,578.5
1053,250.25
1054,291.18
1055,829.54
1056,499.92
1057,620.0
1058,808.37
1059,700.35
1060,727.66
1061,609.07
1062,210.32
1063,967.94
1064,785.43
1065,743.99
1066,326.4
1067,106.84
1068,837.27
1069,107.05
1070,812.56
1071,836.54
1072,235.55
1073,831.49
1074,103.72
1075,333.61
1076,807.82
1077,241.39
1078,618.75
1079,409.88
1080,575.52
1081,276.44
1082,993.56
1083,253.61
1084,409.69
1085,377.77
1086,809.04
1087,582.42
1088,266.9
1089,194.32
1090,788.48
1091,687.97
1092,236.5
1093,325.98
1094,235.89
1095,976.56
1096,503.16
1097,728.41
1098,985.57
1099,475.24
1100,511.88
1101,689.06
1102,757.51
1103,437.14
1104,772.03
1105,242.77
1106,17.37
1107,158.93
1108,138.66
1109,664.31
1110,256.6
1111,658.26
1112,201.23
1113,266.58
1114,506.08
1115,779.75
1116,995.03
1117,444.66
1118,340.85
1119,399.36
1120,695.09
1121,76.53
1122,419.47
1123,419.26
1124,541.47
1125,847.18
1126,841.54
1127,421.3
1128,358.68
1129,372.59
1130,90.02
1131,201.63
1132,643.88
1133,896.41
1134,922.78
1135,313.89
1136,944.5
1137,768.29
1138,869.56
1139,454.93
1140,530.61
1141,241.15
1142,134.23
1143,846.69
1144,134.97
1145,124.04
1146,309.11
1147,970.5
1148,751.48
1149,497.6
1150,933.43
1151,48.19
1152,147.9
1153,695.03
1154,780.18
1155,35.54
1156,853.82
1157,116.79
1158,774.2
1159,922.4
1160,229.89
1161,610.87
1162,629.39
1163,347.76
1164,380.55
1165,700.31
1166,633.27
1167,302.24
1168,97.29
1169,610.22
1170,263.05
1171,680.67
1172,74.18
1173,517.5
1174,394.35
1175,541.91
1176,483.74
1177,793.33
1178,979.99
1179,463.51
1180,543.73
1181,760.65
1182,98.19
1183,33.58
1184,169.88
1185,206.75
1186,883.46
1187,121.2
1188,475.16
1189,72.23
1190,322.04
1191,419.63
1192,898.81
1193,863.94
1194,298.18
1195,563.34
1196,371.27
1197,42.02
1198,389.87
1199,832.48
1200,765.91
1201,963.51
1202,38.98
1203,403.0
1204,316.89
1205,26.78
1206,669.32
1207,134.44
1208,265.99
1209,308.78
1210,134.17
1211,315.66
1212,241.25
1213,629.1
1214,233.79
1215,194.21
1216,552.0
1217,359.26
1218,422.98
1219,686.22
1220,893.72
1221,920.06
1222,936.23
1223,176.46
1224,552.52
1225,153.85
1226,124.67
1227,853.1
1228,151.45
1229,418.2
1230,133.04
1231,326.83
1232,65.29
1233,988.27
1234,632.6
1235,865.84
1236,397.62
1237,743.68
1238,757.68
1239,89.51
1240,115.04
1241,789.47
1242,465.54
1243,955.03
1244,422.81
1245,976.45
1246,230.31
1247,666.55
1248,934.22
1249,990.51
1250,219.93
1251,670.43
1252,421.47
1253,592.36
1254,434.66
1255,275.61
1256,520.37
1257,628.44
1258,247.78
1259,216.56
1260,438.9
1261,530.17
1262,996.47
1263,187.47
1264,782.02
1265,488.32
1266,84.24
1267,185.99
1268,582.28
1269,19.43
1270,588.49
1271,462.32
1272,976.88
1273,205.76
1274,677.95
1275,502.04
1276,545.05
1277,23.11
1278,608.49
1279,875.67
1280,571.62
1281,754.59
1282,964.61
1283,839.44
1284,410.14
1285,160.31
1286,492.75
1287,548.79
1288,636.54
1289,970.89
1290,104.43
1291,800.57
1292,928.86
1293,318.32
1294,468.25
1295,73.04
1296,140.98
1297,229.88
1298,331.5
1299,841.54
1300,596.58
1301,759.41
1302,822.77
1303,915.29
1304,440.6
1305,640.91
1306,429.2
1307,892.52
1308,593.16
1309,450.64
1310,309.16
1311,995.24
1312,77.2
1313,380.65
1314,700.36
1315,846.48
1316,893.72
1317,366.67
1318,118.49
1319,528.25
1320,616.13
1321,429.98
1322,375.36
1323,984.04
1324,359.15
1325,131.22
1326,802.19
1327,150.01
1328,670.46
1329,807.77
1330,115.89
1331,214.99
1332,600.92
1333,65.84
1334,789.02
1335,221.13
1336,579.19
1337,586.48
1338,91.69
1339,897.48
1340,340.96
1341,360.63
1342,733.46
1343,176.62
1344,502.38
1345,738.89
1346,47.87
1347,939.15
1348,883.71
1349,346.29
1350,503.46
1351,654.51
1352,119.49
1353,404.57
1354,820.9
1355,262.12
1356,919.09
1357,964.87
1358,436.33
1359,832.35
1360,906.51
1361,391.97
1362,39.59
1363,99.44
1364,389.66
1365,619.87
1366,243.9
1367,945.5
1368,50.81
1369,294.79
1370,898.53
1371,610.94
1372,961.5
1373,928.52
1374,676.24
1375,545.34
1376,553.92
1377,191.16
1378,759.46
1379,80.29
1380,616.69
1381,913.7
1382,676.11
1383,367.57
1384,282.63
1385,98.46
1386,715.79
1387,75.93
1388,674.64
1389,647.09
1390,444.28
1391,659.06
1392,97.57
1393,735.07
1394,802.44
1395,901.39
1396,797.27
1397,533.43
1398,177.09
1399,258.18
1400,530.23
1401,541.16
1402,621.22
1403,778.06
1404,389.88
1405,877.08
1406,445.51
1407,493.1
1408,412.88
1409,661.43
1410,833.63
1411,228.29
1412,655.69
1413,361.29
1414,585.62
1415,414.98
1416,251.14
1417,139.65
1418,780.65
1419,118.38
1420,266.1
1421,602.67
1422,433.95
1423,819.25
1424,736.24
1425,189.72
1426,213.91
1427,744.57
1428,650.1
1429,387.74
1430,504.75
1431,164.95
1432,828.22
1433,505.45
1434,645.0
1435,91.22
1436,543.12
1437,648.77
1438,424.29
1439,828.48
1440,850.43
1441,922.94
1442,641.75
1443,656.28
1444,385.54
1445,543.29
1446,804.4
1447,925.44
1448,462.07
1449,999.81
1450,719.27
1451,95.12
1452,36.85
1453,998.53
1454,216.05
1455,730.39
1456,839.81
1457,650.99
1458,652.06
1459,823.82
1460,693.06
1461,876.34
1462,648.64
1463,971.17
1464,887.87
1465,663.17
1466,173.62
1467,25.11
1468,334.48
1469,992.35
1470,346.98
1471,927.4
1472,733.67
1473,713.75
1474,516.3
1475,736.2
1476,101.0
1477,671.62
1478,517.21
1479,975.89
1480,899.24
1481,73.56
1482,69.32
1483,708.3
1484,349.51
1485,935.01
1486,369.97
1487,360.91
1488,235.51
1489,165.97
1490,578.33
1491,171.48
1492,688.59
1493,114.12
1494,536.91
1495,621.7
1496,485.81
1497,352.79
1498,303.82
1499,645.58
1500,503.91
1501,564.42
1502,729.4
1503,850.73
1504,694.91
1505,164.88
1506,154.34
1507,994.77
1508,808.12
1509,495.14
1510,673.95
1511,524.03
1512,923.57
1513,59.09
1514,217.57
1515,605.21
1516,172.23
1517,924.13
1518,489.77
1519,419.39
1520,652.63
1521,673.76
1522,296.1
1523,529.56
1524,261.16
1525,809.01
1526,383.97
1527,179.53
1528,814.31
1529,154.86
1530,506.43
1531,581.97
1532,865.17
1533,504.45
1534,910.27
1535,122.03
1536,368.03
1537,596.6
1538,176.82
1539,775.26
1540,677.22
1541,612.03
1542,252.28
1543,593.52
1544,160.59
1545,212.31
1546,235.84
1547,121.54
1548,442.32
1549,757.49
1550,538.04
1551,800.29
1552,384.06
1553,657.77
1554,333.77
1555,131.83
1556,708.25
1557,321.02
1558,533.74
1559,183.36
1560,983.92
1561,78.78
1562,168.12
1563,431.87
1564,780.85
1565,779.24
1566,687.5
1567,560.63
1568,331.85
1569,203.47
1570,286.01
1571,786.63
1572,622.81
1573,462.19
1574,115.43
1575,879.12
1576,477.23
1577,248.95
1578,651.07
1579,508.39
1580,736.33
1581,765.35
1582,57.05
1583,973.04
1584,291.99
1585,504.57
1586,223.89
1587,784.6
1588,745.76
1589,939.72
1590,726.07
1591,327.56
1592,227.46
1593,507.96
1594,233.56
1595,592.05
1596,25.08
1597,767.89
1598,323.34
1599,567.44
1600,815.79
1601,214.23
1602,493.49
1603,950.25
1604,620.17
1605,786.0
1606,834.17
1607,223.77
1608,822.75
1609,79.17
1610,48.19
1611,477.54
1612,114.02
1613,993.7
1614,556.91
1615,894.09
1616,883.68
1617,90.38
1618,317.8
1619,942.3
1620,671.85
1621,264.34
1622,799.72
1623,346.76
1624,921.64
1625,657.28
1626,817.6
1627,505.99
1628,629.69
1629,713.9
1630,675.31
1631,949.14
1632,188.56
1633,210.68
1634,93.11
1635,412.24
1636,483.53
1637,267.73
1638,872.55
1639,927.57
1640,706.79
1641,670.84
1642,166.57
1643,740.39
1644,654.68
1645,425.59
1646,451.68
1647,320.75
1648,406.18
1649,373.67
1650,658.45
1651,710.28
1652,754.32
1653,735.06
1654,506.56
1655,257.11
1656,34.53
1657,529.11
1658,864.27
1659,214.17
1660,546.71
1661,846.56
1662,418.54
1663,792.96
1664,87.89
1665,179.35
1666,298.32
1667,448.54
1668,720.89
1669,797.09
1670,710.29
1671,761.77
1672,965.17
1673,191.28
1674,111.58
1675,944.51
1676,174.08
1677,779.61
1678,278.02
1679,459.67
1680,162.42
1681,971.31
1682,38.19
1683,590.64
1684,109.92
1685,556.88
1686,879.75
1687,639.61
1688,19.15
1689,461.22
1690,701.18
1691,233.81
1692,194.74
1693,545.69
1694,415.37
1695,964.49
1696,336.28
1697,476.76
1698,272.68
1699,727.03
1700,623.73
1701,785.24
1702,790.68
1703,675.98
1704,459.21
1705,992.78
1706,33.28
1707,461.53
1708,42.64
1709,775.22
1710,827.86
1711,779.15
1712,528.98
1713,949.26
1714,35.62
1715,498.41
1716,796.4
1717,332.09
1718,759.92
1719,151.55
1720,270.63
1721,81.7
1722,756.09
1723,142.72
1724,59.15
1725,349.09
1726,761.3
1727,962.35
1728,309.94
1729,203.21
1730,45.1
1731,468.82
1732,333.63
1733,647.23
1734,395.36
1735,918.69
1736,729.55
1737,967.36
1738,361.71
1739,194.86
1740,370.77
1741,903.81
1742,535.1
1743,25.38
1744,591.44
1745,762.87
1746,720.1
1747,123.41
1748,711.81
1749,443.35
1750,785.72
1751,541.83
1752,182.98
1753,66.67
1754,416.6
1755,895.43
1756,941.12
1757,121.43
1758,592.63
1759,756.4
1760,658.91
1761,736.59
1762,631.16
1763,956.14
1764,632.86
1765,59.68
1766,197.6
1767,110.99
1768,389.31
1769,637.43
1770,43.98
1771,873.16
1772,193.17
1773,584.99
1774,22.62
1775,183.98
1776,721.69
1777,168.11
1778,234.75
1779,847.26
1780,381.38
1781,423.41
1782,924.39
1783,87.33
1784,458.28
1785,910.65
1786,450.62
1787,557.18
1788,194.66
1789,247.15
1790,669.23
1791,311.27
1792,776.82
1793,346.58
1794,485.52
1795,976.4
1796,367.02
1797,561.56
1798,970.8
1799,270.91
1800,204.05
1801,771.36
1802,55.27
1803,197.7
1804,869.24
1805,307.66
1806,133.56
1807,189.48
1808,496.23
1809,795.48
1810,213.38
1811,229.9
1812,517.92
1813,653.05
1814,606.8
1815,286.25
1816,68.35
1817,137.59
1818,920.47
1819,733.56
1820,472.17
1821,716.73
1822,757.43
1823,491.45
1824,484.63
1825,898.5
1826,694.43
1827,912.58
1828,831.79
1829,449.63
1830,912.18
1831,363.88
1832,267.13
1833,604.05
1834,504.4
1835,118.49
1836,693.34
1837,853.82
1838,401.71
1839,611.5
1840,243.91
1841,294.5
1842,392.92
1843,123.13
1844,20.44
1845,750.13
1846,414.9
1847,732.25
1848,134.65
1849,248.57
1850,20.46
1851,455.07
1852,253.85
1853,622.7
1854,769.66
1855,29.67
1856,750.09
1857,600.14
1858,594.32
1859,810.5
1860,14.6
1861,886.17
1862,503.23
1863,344.6
1864,626.69
1865,328.79
1866,109.54
1867,157.43
1868,785.72
1869,796.04
1870,585.7
1871,373.77
1872,522.26
1873,232.31
1874,983.96
1875,886.55
1876,194.3
1877,16.09
1878,794.63
1879,421.5
1880,976.15
1881,979.42
1882,641.9
1883,321.34
1884,513.13
1885,598.24
1886,795.26
1887,686.01
1888,815.72
1889,377.46
1890,301.03
1891,497.24
1892,192.26
1893,105.73
1894,973.08
1895,567.59
1896,814.47
1897,695.95
1898,616.21
1899,569.16
1900,804.9
1901,151.59
1902,952.84
1903,869.0
1904,656.0
1905,822.92
1906,362.21
1907,770.83
1908,141.88
1909,206.04
1910,922.15
1911,880.08
1912,64.88
1913,37.27
1914,748.92
1915,705.22
1916,776.87
1917,488.33
1918,104.15
1919,812.39
1920,602.64
1921,953.8
1922,123.73
1923,687.93
1924,540.59
1925,914.42
1926,166.56
1927,627.0
1928,599.48
1929,674.87
1930,34.15
1931,224.87
1932,532.65
1933,134.31
1934,248.07
1935,75.97
1936,920.57
1937,133.53
1938,294.05
1939,940.56
1940,903.83
1941,668.0
1942,511.55
1943,651.07
1944,961.13
1945,193.55
1946,333.01
1947,890.96
1948,542.64
1949,884.18
1950,155.12
1951,888.22
1952,914.8
1953,755.93
1954,409.15
1955,998.78
1956,586.09
1957,592.66
1958,197.97
1959,959.04
1960,817.89
1961,137.64
1962,203.68
1963,621.76
1964,452.96
1965,739.03
1966,32.45
1967,246.14
1968,233.85
1969,456.79
1970,911.83
1971,477.86
1972,917.29
1973,449.41
1974,583.7
1975,669.42
1976,941.02
1977,408.53
1978,322.1
1979,432.53
1980,714.03
1981,153.63
1982,108.78
1983,780.3
1984,346.32
1985,837.61
1986,200.54
1987,690.98
1988,303.18
1989,609.8
1990,968.49
1991,589.42
1992,706.24
1993,641.11
1994,449.0
1995,254.5
1996,558.62
1997,665.35
1998,800.66
1999,220.85
2000,596.62
2001,891.31
2002,387.1
2003,554.33
2004,348.49
2005,629.98
2006,294.41
2007,779.64
2008,297.78
2009,783.43
2010,952.5
2011,417.24
2012,626.61
2013,350.38
2014,760.53
2015,74.66
2016,615.43
2017,224.78
2018,261.53
2019,983.85
2020,671.64
2021,496.53
2022,28.31
2023,118.6
2024,972.41
2025,334.94
2026,202.87
2027,326.92
2028,225.88
2029,399.87
2030,651.79
2031,630.91
2032,264.54
2033,688.52
2034,382.34
2035,895.98
2036,257.54
2037,156.33
2038,350.09
2039,339.39
2040,503.08
2041,897.59
2042,138.23
2043,54.79
2044,150.0
2045,751.94
2046,73.41
2047,541.77
2048,205.61
2049,848.79
2050,836.98
2051,507.67
2052,602.79
2053,117.77
2054,716.82
2055,440.15
2056,535.61
2057,558.95
2058,815.19
2059,810.64
2060,788.47
2061,666.48
2062,353.92
2063,819.63
2064,758.1
2065,176.03
2066,259.63
2067,144.36
2068,828.0
2069,39.49
2070,264.02
2071,714.81
2072,752.63
2073,248.55
2074,348.31
2075,143.77
2076,596.68
2077,533.16
2078,229.36
2079,793.74
2080,98.5
2081,36.53
2082,558.32
2083,409.89
2084,500.22
2085,16.89
2086,22.99
2087,156.48
2088,148.34
2089,92.3
2090,732.14
2091,376.85
2092,580.71
2093,786.75
2094,400.14
2095,79.11
2096,643.83
2097,360.21
2098,596.77
2099,799.54
2100,345.82
2101,441.52
2102,152.39
2103,711.42
2104,248.86
2105,388.3
2106,468.44
2107,235.66
2108,343.28
2109,145.08
2110,453.39
2111,397.77
2112,443.91
2113,840.38
2114,178.14
2115,223.87
2116,556.48
2117,222.01
2118,392.45
2119,686.25
2120,236.72
2121,777.96
2122,292.99
2123,950.62
2124,563.95
2125,538.21
2126,171.57
2127,328.31
2128,724.93
2129,749.65
2130,827.06
2131,586.24
2132,408.83
2133,249.0
2134,342.46
2135,597.52
2136,216.83
2137,170.16
2138,188.52
2139,445.03
